date,temperature,himidity,luminosity
2022-11-10 15:42:01.108,23.1,,13
2022-11-10 15:41:58.831,23.1,,13
2022-11-10 15:41:56.557,23.1,,13
2022-11-10 15:41:54.280,23.1,,13
2022-11-10 15:41:52.002,23.1,,12
2022-11-10 15:41:49.725,23.1,,13
2022-11-10 15:41:47.448,23.1,,12
2022-11-10 15:41:45.171,23.1,,12
2022-11-10 15:41:42.893,23.1,,13
2022-11-10 15:41:40.615,23.1,,13
2022-11-10 15:41:38.338,23.1,,13
2022-11-10 15:41:36.061,23.1,,13
2022-11-10 15:41:33.782,23.1,,13
2022-11-10 15:41:31.506,23.1,,14
2022-11-10 15:41:29.227,23.1,,13
2022-11-10 15:41:26.950,23.1,,13
2022-11-10 15:41:24.672,23.1,,13
2022-11-10 15:41:22.396,23.1,,12
2022-11-10 15:41:20.118,23.1,,12
2022-11-10 15:41:17.840,23.1,,13
2022-11-10 15:41:15.563,23.1,,12
2022-11-10 15:41:13.285,23.1,,13
2022-11-10 15:41:11.009,23.1,,13
2022-11-10 15:41:08.731,23.1,,13
2022-11-10 15:41:06.453,23.1,,13
2022-11-10 15:41:04.175,23.1,,13
2022-11-10 15:41:01.899,23.1,,13
2022-11-10 15:40:59.621,23.1,,13
2022-11-10 15:40:57.343,23.1,,13
2022-11-10 15:40:55.066,23.1,,13
2022-11-10 15:40:52.788,23.1,,13
2022-11-10 15:40:50.511,23.1,,13
2022-11-10 15:40:48.233,23.1,,13
2022-11-10 15:40:45.955,23.1,,13
2022-11-10 15:40:43.679,23.1,,13
2022-11-10 15:40:41.401,23.1,,13
2022-11-10 15:40:39.123,23.1,,12
2022-11-10 15:40:36.846,23.1,,13
2022-11-10 15:40:34.573,23.1,,13
2022-11-10 15:40:32.294,23.1,,13
2022-11-10 15:40:30.018,23.1,,13
2022-11-10 15:40:27.741,23.1,,13
2022-11-10 15:40:25.463,23.1,,13
2022-11-10 15:40:23.185,23.1,,13
2022-11-10 15:40:20.907,23.1,,13
2022-11-10 15:40:18.630,23.1,,13
2022-11-10 15:40:16.353,23.1,,13
2022-11-10 15:40:14.076,23.1,,13
2022-11-10 15:40:11.797,23.1,,13
2022-11-10 15:40:09.521,23.1,,13
2022-11-10 15:40:07.243,23.1,,13
2022-11-10 15:40:04.965,23.1,,13
2022-11-10 15:40:02.687,23.1,,13
2022-11-10 15:40:00.410,23.1,,14
2022-11-10 15:39:58.133,23.1,,13
2022-11-10 15:39:55.856,23.1,,13
2022-11-10 15:39:53.577,23.1,,13
2022-11-10 15:39:51.301,23.1,,13
2022-11-10 15:39:49.022,23.1,,13
2022-11-10 15:39:46.745,23.1,,13
2022-11-10 15:39:44.467,23.1,,13
2022-11-10 15:39:42.190,23.1,,13
2022-11-10 15:39:39.912,23.1,,17
2022-11-10 15:39:37.635,23.1,,16
2022-11-10 15:39:35.358,23.1,,13
2022-11-10 15:39:33.081,23.1,,13
2022-11-10 15:39:30.803,23.1,,13
2022-11-10 15:39:28.525,23.1,,13
2022-11-10 15:39:26.248,23.1,,12
2022-11-10 15:39:23.971,23.1,,13
